"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","interv_t_First.Click","interv_t_Last.Click","interv_t_Page.Submit","interv_t_Click.Count","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","comments","workerId","assignmentId","hitId","study_time","payment","condition"
"11","2019-06-06 10:19:10","2019-06-06 10:24:20","0","6a4260a48ffa2c86","100","309","1","2019-06-06 10:24:20","R_2TC8SFLUfsrl8d4","","","","",32.62,-83.79,"anonymous","EN","3.152","144.217","155.252","7","4","4","5","4","5","8.735","11.584","12.151","7","5","5","6","5","6","5","0.651","2.402","3.453","7","4","6","4","6","5","5","0.681","4.819","5.301","9","4","5","6","4","4","0.997","2.882","3.444","6","5","4","4","5","6","6.49","8.212","9.459","6","5","4","5","4","0.34","1.364","2.146","4","4","5","6","4","3","12.92","15.574","16.011","6","4","5","4","4","0.273","0.97","1.858","4","4","4","6","5","5","0.262","1.271","1.962","5","3","3","5","5","4","0.702","1.974","2.883","5","7","4","5","6","5","0.37","2.611","3.421","6","4","5","6","4","5","1.428","5.008","5.655","6","7","5","4","5","5","21.517","22.712","23.925","6","5","6","5","6","4","7.441","8.711","10.558","5","","ad7a32ce783dded2","3EKVH9QMEY4MMQEEL2G742OMUT12DE","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"12","2019-06-06 10:17:16","2019-06-06 10:24:33","0","1581520960c7cd73","100","436","1","2019-06-06 10:24:33","R_C8fKdDSWbYbmlMJ","","","","",38.95,-77.03,"anonymous","EN","","","","","1","1","2","1","5","2.473","20.73","21.594","10","5","7","2","1","2","5","3.705","24.37","25.362","10","1","6","2","2","7","7","4.559","37.356","38.206","11","1","3","7","5","4","3.736","32.192","33.062","8","1","7","7","1","6","3.462","16.994","18.001","9","6","1","1","7","4.563","19.516","20.736","8","1","7","1","7","3","1.677","15.178","16.029","10","7","1","4","7","5.295","18.777","22.451","8","3","7","1","7","2","5.067","19.054","19.885","7","1","7","2","7","1","2.673","12.13","13.23","8","4","3","4","4","5","4.893","32.948","34.401","9","6","4","6","5","3","6.443","24.001","24.792","9","7","6","7","3","2","5.509","19.547","20.317","8","6","6","5","2","4","3.877","26.199","27.073","9","Excellent survey!","3708ae308241a6c9","3N1FSUEFL50WP4T1PGZVXHLKE7X4DC","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"13","2019-06-06 10:18:08","2019-06-06 10:24:37","0","7edd17c17a187dee","100","388","1","2019-06-06 10:24:37","R_1Og6NjVmDtvyhtn","","","","",38.27,-85.49,"anonymous","EN","","","","","7","5","2","3","5","4.085","27.407","27.974","6","5","6","5","3","1","7","3.813","27.055","27.7","7","7","6","5","3","2","6","3.992","29.528","30.076","8","2","2","7","2","6","0.717","18.676","19.146","6","3","7","7","2","7","3.935","19.835","22.099","5","6","3","2","6","8.758","19.361","19.96","4","1","6","2","7","5","1.382","18.184","18.642","6","5","2","3","6","12.586","25.454","26.186","4","2","5","3","5","3","4.378","28.258","28.747","8","1","7","1","7","1","3.959","16.488","16.956","8","6","6","3","5","6","3.199","24.664","25.284","7","5","3","4","6","3","4.948","24.099","24.789","6","3","5","5","3","3","0.481","23.045","23.704","7","6","6","3","3","7","2.499","22.371","23.901","5","Thanks!","208df58e460bd0e6","3YDGXNSEOZUK89XA88OFBP7J3G084A","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"14","2019-06-06 10:17:16","2019-06-06 10:24:51","0","fd7eef9253c042d0","100","454","1","2019-06-06 10:24:52","R_12hUxIo4aFZry9w","","","","",36.99,-85.92,"anonymous","EN","","","","","7","7","3","3","5","1.198","67.855","69.994","8","5","6","2","5","1","1","3.221","19.273","20.242","9","1","1","1","1","5","1","5.305","17.303","18.554","9","1","6","7","1","6","18.322","34.386","38.141","9","7","7","7","1","7","3.741","8.012","9.267","5","7","7","3","7","1.071","6.71","9.928","7","1","5","1","7","3","3.444","14.017","15.211","5","7","1","1","7","5.21","10.103","47.071","4","1","7","1","7","3","1.445","17.016","18.237","8","7","7","5","7","1","1.966","59.238","60.336","5","7","7","3","5","7","5.565","22.066","23.09","10","7","7","7","7","7","1.702","4.995","5.773","6","5","7","7","7","5","1.003","13.348","14.244","6","7","7","7","7","1","0.829","33.789","37.832","6","none","4b7d875512c29925","3SLE99ER0NDJD4J6WDYFWNATCHNZBB","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"15","2019-06-06 10:17:00","2019-06-06 10:24:54","0","6db5e1a4e345889d","100","474","1","2019-06-06 10:24:55","R_1cXRZ233b70LZGL","","","","",29.14,-81,"anonymous","EN","","","","","4","1","1","1","5","2.232","42.328","43.255","5","4","4","2","2","1","3","5.894","23.365","24.045","6","2","7","2","3","4","7","4.868","41.071","41.953","6","2","2","7","2","5","5.625","28.013","28.795","5","1","7","6","1","7","5.573","16.362","17.21","5","6","2","2","6","4.03","18.79","19.617","4","1","4","2","6","3","2.466","18.115","18.76","5","6","1","1","6","5.876","18.431","19.258","4","3","4","3","4","4","4.721","28.392","29.228","5","1","7","4","7","1","3.215","20.63","21.514","5","3","2","1","6","6","5.502","37.362","38.211","6","5","3","5","5","3","53.472","73.114","73.829","6","5","5","3","4","4","6.184","22.666","23.368","6","6","7","7","2","4","2.686","23.229","24.066","5","","ca79db52f307f5cb","33SA9F9TRXUDQCQLVHGYYRMWYCWWEI","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"16","2019-06-06 10:18:59","2019-06-06 10:24:56","0","28b0cd2bcd93bc6a","100","356","1","2019-06-06 10:24:57","R_3ELmHK96y6dcSNf","","","","",32.8,-80.01,"anonymous","EN","","","","","4","4","4","4","5","3.713","11.766","13.149","8","4","3","4","4","3","6","17.004","32.212","33.157","12","6","4","4","4","4","4","14.253","22.833","24.209","10","5","4","4","6","6","10.93","19.283","20.218","9","6","7","6","6","5","10.874","23.38","24.644","11","4","3","4","5","7.865","15.152","16.064","8","3","4","4","5","4","11.746","23.882","25.124","9","6","2","4","2","23.169","30.82","31.729","6","4","4","4","4","6","3.416","13.654","14.645","8","4","6","6","4","2","4.443","17.202","18.479","12","4","4","4","4","4","8.142","15.75","16.841","9","5","2","4","4","5","7.809","20.848","21.617","9","6","6","6","6","6","1.22","7.371","8.22","8","4","4","4","4","4","4.939","12.811","13.725","9","","6547322d7e7bbba2","3U088ZLJVKTEZMBRNAHJD2KS4BN0W1","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"17","2019-06-06 10:17:51","2019-06-06 10:25:00","0","67f100ea7e9eae8a","100","429","1","2019-06-06 10:25:01","R_2PwcBrRKQ5J2Z6X","","","","",38.85,-76.89,"anonymous","EN","1.836","139.83","143.556","27","3","2","3","2","5","0","0","13.647","0","2","5","2","2","1","3","0","0","15.32","0","4","6","5","3","2","6","0","0","18.713","0","1","1","7","1","3","0","0","18.603","0","1","6","7","2","6","0","0","9.801","0","5","2","1","7","0","0","10.301","0","1","5","3","7","3","0","0","10.291","0","7","1","1","7","0","0","6.781","0","3","6","2","5","4","0","0","19.05","0","1","7","1","7","1","0","0","8.723","0","3","2","2","6","6","0","0","12.401","0","5","2","6","6","2","0","0","14.794","0","6","5","6","3","3","0","0","8.928","0","5","6","5","4","3","0","0","12.592","0","","b08a49ca456bbe2b","3OCHAWUVGOKV1CNL18NNY5D8RBYXKW","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"18","2019-06-06 10:18:15","2019-06-06 10:25:57","0","8e5bdd63ebc5253f","100","462","1","2019-06-06 10:25:57","R_3L5dGKOXOEg0nLu","","","","",41.94,-87.65,"anonymous","EN","0","0","92.41","0","4","1","1","1","5","4.372","16.291","17.806","5","2","5","2","1","1","6","2.497","19.716","21.505","6","5","7","1","1","4","7","2.62","20.039","21.449","7","1","1","7","1","7","4.057","15.089","16.104","6","1","7","7","1","7","2.627","10.26","11.64","5","7","1","1","7","3.165","9.403","10.9","4","1","7","1","7","3","2.806","11.969","13.384","5","7","1","1","7","6.822","11.383","12.464","4","1","7","1","7","1","4.223","14.033","15.206","6","1","7","1","7","1","13.012","23.469","24.812","5","4","2","1","7","7","2.949","17.249","18.244","6","5","5","1","4","4","5.359","30.054","31.216","6","3","5","2","4","5","3.682","30.749","32.407","6","4","5","2","7","7","7.578","22.198","23.477","5","Great article and interesting questions. I would love to know how I scored. Good luck with your research.","de18d0c993d6deb0","3F0BG9B9MPNW626BNAKGDEFVNXT7Y7","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"19","2019-06-06 10:24:08","2019-06-06 10:26:14","0","cb2747861a551cfd","100","125","1","2019-06-06 10:26:15","R_1qaXUOLV2wubWdk","","","","",36.4,-97.86,"anonymous","EN","","","","","6","5","7","7","5","6.632","8.104","9.552","3","6","5","7","7","4","7","0","0","3.429","0","7","7","3","4","5","6","0","0","4.328","0","7","7","6","6","4","0","0","5.079","0","4","6","7","6","7","0","0","3.797","0","7","6","5","4","0","0","3.026","0","7","4","6","6","3","15.422","16.607","17.457","2","7","4","6","7","0","0","2.723","0","6","7","7","4","5","0","0","2.998","0","4","7","6","5","6","0","0","3.897","0","4","7","6","5","6","0","0","3.827","0","5","6","7","7","4","0","0","3.517","0","7","7","6","4","6","0","0","2.868","0","7","7","4","7","6","0","0","4.059","0","nice.","5a2df10ee481024a","32M8BPYGATMT9V27CV27X3Y0WHFGIE","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"20","2019-06-06 10:19:32","2019-06-06 10:26:19","0","d1c67f8fa1ad6995","100","407","1","2019-06-06 10:26:20","R_2bOCSRnBkIZ4PeB","","","","",41.98,-88.2,"anonymous","EN","","","","","3","5","5","5","5","8.954","32.986","33.849","7","5","4","5","6","3","3","6.271","26.716","27.491","7","4","6","4","4","4","6","9.713","29.841","30.705","6","3","3","5","3","4","4.003","18.467","19.284","8","4","4","5","3","5","3.12","17.001","17.895","5","4","5","4","4","9.515","27.307","28.115","5","5","3","4","4","3","4.671","17.167","18.71","5","3","3","5","4","3.273","13.609","14.399","4","5","4","4","4","5","5.093","20.053","20.923","7","4","5","5","4","3","3.207","15.767","16.399","5","5","4","4","3","4","19.532","32.972","33.908","6","6","3","4","5","3","22.046","34.741","35.79","5","3","4","4","5","4","3.036","14.972","15.724","5","4","5","4","5","4","8.875","35.771","36.499","11","No.","2baba9e3e19f4722","386CSBG1OZM4T01KDQYUUECXTDSQ6O","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"21","2019-06-06 10:18:39","2019-06-06 10:26:25","0","8d535465111bba43","100","465","1","2019-06-06 10:26:25","R_3iEGCBRdqenQx6m","","","","",36.4,-97.86,"anonymous","EN","","","","","6","7","5","7","5","2.687","16.487","23.128","5","5","7","5","7","6","6","1.689","7.672","12.146","9","5","5","6","7","7","6","1.542","4.212","6.759","6","7","7","6","5","5","1.104","6.431","8.946","8","7","6","6","7","7","1.268","28.65","31.867","8","6","7","5","5","1.427","3.003","5.812","4","5","6","5","7","3","2.01","27.971","30.886","9","6","5","5","7","1.315","2.922","4.962","4","6","7","5","5","7","1.187","5.434","9.484","6","7","5","7","6","5","1.368","3.663","9.066","5","6","6","5","7","7","2.121","5.561","10.777","6","6","6","7","7","5","1.238","9.201","19.632","7","7","6","5","5","6","2.244","4.506","8.119","5","7","7","5","6","5","4.235","7.363","13.501","6","good study work and very like work","958ba76cf9595c5a","3CTOC39K37Q6BDBC1AJD3R07ATK7JD","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"22","2019-06-06 10:19:37","2019-06-06 10:26:40","0","088502287a21f597","100","423","1","2019-06-06 10:26:41","R_3qxvMyNCPSzFKx4","","","","",36.12,-115.14,"anonymous","EN","0.977","73.114","95.366","20","3","1","3","7","5","4.278","16.839","17.657","6","3","7","7","3","5","3","3.313","4.2","5.65","3","3","7","1","2","3","6","5.979","24.926","27.818","14","6","6","4","3","7","3.549","5","4.93","3","6","6","7","7","6","9.215","20.183","20.942","8","7","1","2","5","0","0","6.752","0","4","3","5","6","3","4.256","19.985","19.941","8","3","1","2","7","10.143","24.558","25.374","7","2","7","1","5","6","6.161","26.041","25.993","12","1","7","7","7","1","2.234","17.784","18.336","9","6","6","6","6","7","12.485","22.869","26.521","6","7","7","4","3","6","3.409","3.773","6.368","2","7","6","6","3","1","3.008","18.437","19.151","7","2","5","1","7","6","5.048","5.476","6.438","2","","ceb6d8626669b8a4","33IZTU6J811TPV0T6HWPPR4I85CSX9","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"23","2019-06-06 10:22:52","2019-06-06 10:26:42","0","449f2d3a61517726","100","229","1","2019-06-06 10:26:43","R_1ojXhF55LKXHxnn","","","","",29.16,-81.03,"anonymous","EN","2.711","6.339","91.346","3","6","3","3","5","5","2.556","4.784","5.818","5","5","6","5","5","7","3","3.064","6.409","7.509","7","5","3","5","6","6","5","4.586","6.928","7.513","6","3","6","5","6","5","2.603","4.615","5.171","5","6","3","6","5","5","2.808","4.621","5.478","5","5","6","3","3","2.435","3.909","4.463","4","5","5","5","6","3","2.783","5.235","5.965","5","3","3","6","5","1.984","3.378","4.043","4","5","5","5","2","6","1.633","3.844","4.543","5","5","5","5","3","6","3.478","5.576","6.732","5","5","6","6","5","3","2.904","4.525","5.333","5","6","3","5","5","5","3.957","5.671","6.273","5","6","3","3","5","5","1.97","4.171","4.817","5","5","6","3","6","6","2.971","5.071","5.709","5","I have no comments. ","a62e70137ab79f08","3Q8GYXHFEP24GVRN3PNUI39GT3HC5Q","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"24","2019-06-06 10:19:18","2019-06-06 10:26:52","0","558e28a381127c72","100","453","1","2019-06-06 10:26:52","R_R7Xp9h4Ntc96c6t","","","","",25.72,-80.28,"anonymous","EN","8.31","14.798","136.591","2","3","5","2","2","5","6.145","31.112","33.181","7","3","6","3","1","1","3","4.202","20.273","21.694","7","5","6","5","2","1","6","4.428","24.859","25.512","6","1","1","7","1","7","2.171","13.971","15.288","5","1","7","7","1","7","3.415","25.11","26.564","5","7","2","1","7","2.907","9.219","9.959","4","1","7","1","7","3","2.098","9.834","11.423","5","7","1","3","7","3.275","12.082","12.655","5","1","7","1","7","1","4.101","18.005","18.898","9","1","7","1","7","1","3.198","10.518","11.586","6","5","5","1","3","7","3.923","16.282","23.767","6","7","3","3","6","3","4.107","13.362","14.751","5","5","6","6","5","6","2.456","10.808","11.764","5","5","6","6","5","7","3.802","14.386","15.096","5","","585bee86d3e4e649","3TXMY6UCAEOT9HALNHBXGE47PZ3QCG","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"25","2019-06-06 10:19:17","2019-06-06 10:27:14","0","b461e2385e05ce8d","100","476","1","2019-06-06 10:27:15","R_A7H86c3gelXB6wx","","","","",37.25,-121.84,"anonymous","EN","0","0","126.534","0","2","1","2","1","5","3.945","24.82","25.71","8","1","7","2","2","2","3","2.519","15.737","16.545","9","2","6","2","1","7","7","1.665","32.713","33.257","7","1","5","7","5","6","3.778","16.722","17.403","7","1","7","7","1","7","3.661","10.76","11.224","6","7","2","1","7","2.715","14.132","14.828","4","1","7","1","7","3","53.179","60.303","61.687","5","7","1","1","7","3.188","11.882","12.829","4","1","7","1","7","1","4.15","14.929","15.616","6","1","7","1","7","1","1.605","8.395","8.985","5","2","3","2","6","6","3.019","17.12","18.061","9","5","4","4","4","4","6.674","21.484","22.416","6","5","5","5","3","5","5.62","17.016","17.696","8","6","7","7","3","1","5.231","19.732","20.535","5","","10c53e63237db302","3NQL1CS15R8YHS7758NWJSVY9FZYVP","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"26","2019-06-06 10:20:59","2019-06-06 10:27:26","0","8119df986dad68bc","100","386","1","2019-06-06 10:27:26","R_1rvlanomyOdWapb","","","","",32.75,-97.13,"anonymous","EN","","","","","7","7","5","6","5","5.548","16.742","21.038","5","5","5","5","5","5","5","4.251","8.845","14.382","6","5","7","6","5","5","5","3.216","9.582","16.169","6","5","5","5","5","5","4.107","7.863","14.552","5","5","5","5","5","5","8.29","14.039","18.62","6","4","5","5","6","4.774","12.499","14.322","5","7","7","5","6","3","5.433","19.629","28.176","5","4","5","6","5","5.331","11.753","13.535","4","5","7","6","5","5","3.149","8.671","16.058","5","5","6","5","5","6","4.534","11.974","16","5","5","5","5","5","5","9.268","13.249","18.595","5","5","5","7","6","5","4.96","9.675","13.865","5","6","5","5","6","6","4.972","12.059","21.838","5","5","5","5","5","5","7.041","13.888","15.579","5","very interesting","19df1c7595f1e250","340UGXU9DY1H0JN2V7Q7G7PLDRPUVO","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
