StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,interv_t_First.Click,interv_t_Last.Click,interv_t_Page.Submit,interv_t_Click.Count,hb_1,hb_2,hb_3,hb_4,check_5,hb_t_First.Click,hb_t_Last.Click,hb_t_Page.Submit,hb_t_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,nat_t_First.Click,nat_t_Last.Click,nat_t_Page.Submit,nat_t_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,medSkept_t_First.Click,medSkept_t_Last.Click,medSkept_t_Page.Submit,medSkept_t_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseRare_t_First.Click,diseaseRare_t_Last.Click,diseaseRare_t_Page.Submit,diseaseRare_t_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,diseaseSevere_t_First.Click,diseaseSevere_t_Last.Click,diseaseSevere_t_Page.Submit,diseaseSevere_t_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_t_First.Click,vaccEff_t_Last.Click,vaccEff_t_Page.Submit,vaccEff_t_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,check_3,vaccDanger_t_First.Click,vaccDanger_t_Last.Click,vaccDanger_t_Page.Submit,vaccDanger_t_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_t_First.Click,vaccTox_t_Last.Click,vaccTox_t_Page.Submit,vaccTox_t_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccStrain_t_First.Click,vaccStrain_t_Last.Click,vaccStrain_t_Page.Submit,vaccStrain_t_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,vaccIntent_t_First.Click,vaccIntent_t_Last.Click,vaccIntent_t_Page.Submit,vaccIntent_t_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,parentExpert_t_First.Click,parentExpert_t_Last.Click,parentExpert_t_Page.Submit,parentExpert_t_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmLimCap_t_First.Click,infantImmLimCap_t_Last.Click,infantImmLimCap_t_Page.Submit,infantImmLimCap_t_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,infantImmWeak_t_First.Click,infantImmWeak_t_Last.Click,infantImmWeak_t_Page.Submit,infantImmWeak_t_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,overpar_t_First.Click,overpar_t_Last.Click,overpar_t_Page.Submit,overpar_t_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,condition
4/4/19 9:55,4/4/19 10:02,0,81abc53861b73b98,100,402,1,4/4/19 10:02,R_1Lbc4DukMFpegGK,,,,,,,anonymous,EN,5.35,5.35,92.388,1,2,1,1,1,5,5.292,20.8,23.165,5,1,7,1,1,1,7,2.448,16.759,17.674,6,6,3,6,2,2,6,4.673,22.359,25.139,11,3,6,2,2,3,0.421,8.692,9.613,7,1,6,7,2,7,0.846,16.004,17.027,10,4,1,4,2,2.607,4.307,5.38,4,1,7,1,7,3,1.847,12.631,13.52,5,7,1,1,7,0.185,13.519,15.256,10,1,7,1,7,1,2.751,15.866,16.801,5,1,7,2,7,1,2.205,17.935,19.045,5,3,2,4,6,3,1.144,4.502,5.967,5,2,4,7,2,4,4.411,22.32,23.163,7,4,2,6,2,5,3.564,15.296,16.177,10,5,3,3,1,5,1.172,6.695,7.922,6,Anti-vaxors are the worst kinds of people. Not getting vaccines for your child should be completely illegal,ddb134c8f01551b2,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:54,4/4/19 10:02,0,45103731daf4e9af,100,490,1,4/4/19 10:02,R_ysjRkhZziCTcWFX,,,,,,,anonymous,EN,2.847,87.459,92.542,7,5,6,4,5,5,7.475,25.034,26.154,6,6,4,6,5,4,1,4.16,27.787,28.698,7,7,5,7,4,1,4,8.368,31.693,32.983,8,2,4,6,2,6,5.372,23.338,24.875,7,4,6,7,1,7,3.364,17.074,18.334,5,2,7,4,2,6.756,19.83,22.36,4,6,4,6,1,3,7.279,22.194,23.367,5,2,5,6,3,3.934,17.762,19.029,4,6,3,5,2,5,4.84,27.147,28.182,8,4,4,4,3,4,4.786,19.089,20.154,6,5,5,5,2,4,6.528,28.064,29.271,6,7,1,4,5,1,4.183,23.554,25.167,5,7,6,7,2,2,2.531,14.253,15.461,6,7,7,7,3,1,4.26,24.293,25.6,5,thank you.,89d5493e1a3de289,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:54,4/4/19 10:02,0,f5a7b2ccd2f8041d,100,499,1,4/4/19 10:02,R_22n5FyBQByPPPFD,,,,,,,anonymous,EN,2.971,6.818,107.51,3,5,2,2,2,5,10.025,43.888,45.553,5,5,5,5,2,2,5,2.834,22.641,23.712,8,2,5,2,2,3,6,4.869,24.341,25.444,9,2,2,6,2,6,4.69,18.577,19.584,5,2,6,6,2,6,2.897,12.16,12.87,5,6,2,2,6,3.575,17.231,18.916,4,2,6,3,6,3,1.938,15.13,16.887,5,6,2,2,6,5.52,14.111,15.324,4,3,5,2,5,2,7.746,25.119,25.984,5,2,7,3,6,1,4.09,15.764,16.721,7,5,3,2,5,6,5.115,20.21,21.906,5,5,5,2,3,5,6.058,28.601,34.958,6,6,3,3,5,6,3.306,11.362,12.247,5,5,6,5,5,5,2.341,19.517,21.689,7,None,4346175a100b59a5,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:54,4/4/19 10:02,0,0b0336f1c056dbc4,100,462,1,4/4/19 10:02,R_2YnaHD5BFmNvLpY,,,,,,,anonymous,EN,0,0,97.302,0,7,7,1,1,5,4.311,16.448,17.219,5,7,7,1,1,1,7,2.739,21.099,22.097,6,1,7,1,1,3,7,4.148,22.021,22.32,8,7,7,5,7,1,3.538,15.922,16.763,6,1,7,1,1,1,9.599,21.471,21.786,7,7,7,1,7,2.437,11.566,12.228,4,1,4,1,6,3,4.841,14.539,20.592,5,7,1,1,5,8.39,15.647,16.374,4,1,1,5,4,5,5.021,25.438,26.289,6,1,7,1,7,1,7.172,16.683,17.552,5,5,3,1,7,7,10.974,24.294,25.187,5,7,1,4,7,1,34.121,49.521,50.081,6,7,5,5,3,5,6.634,17.176,17.74,6,7,7,7,4,1,4.293,14.38,15.033,5,fun study,d57bfa50a424c523,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:55,4/4/19 10:02,0,0e0ef741b275b5f1,100,430,1,4/4/19 10:02,R_1ey2yevmkmKWYc6,,,,,,,anonymous,EN,23.092,85.607,117.729,2,2,1,4,1,5,2.161,38.814,39.246,6,1,7,1,1,1,7,2.397,16.628,17.328,7,2,7,2,1,4,7,2.478,15.564,16.268,10,2,4,2,5,5,15.465,26.256,26.778,5,7,7,7,1,7,2.08,8.68,9.552,5,7,2,1,6,2.539,13,13.535,6,1,6,1,7,3,2.513,8.968,9.681,5,7,1,2,7,3.402,9.818,10.45,5,1,7,1,7,1,4.706,23.832,24.862,6,1,7,4,7,1,2.376,14.575,15.339,6,2,1,1,7,7,2.536,8.094,9.08,5,5,2,6,5,1,3.009,10.721,11.271,7,7,6,6,3,3,3.601,13.848,14.536,6,5,6,5,2,5,4.57,20.777,21.306,6,I do not,1384cf3ccf30ae25,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:57,4/4/19 10:03,0,80df98c118cd45f0,100,365,1,4/4/19 10:03,R_cRMiFL8Q2BHFrMd,,,,,,,anonymous,EN,94.184,98.934,99.684,2,5,1,3,1,5,2.29,22.92,23.57,7,6,6,5,2,3,3,9.673,25.651,26.472,6,7,5,6,4,1,7,2.306,20.871,21.425,8,1,1,4,2,5,2.947,15.792,16.422,5,6,7,7,2,7,1.63,12.512,13.064,6,7,1,1,7,2.629,17.48,18.222,4,1,6,1,7,3,1.761,10.665,11.169,5,7,1,1,7,2.717,8.43,8.962,4,1,6,1,7,1,4.073,16.787,17.266,5,1,7,2,7,1,1.786,13.192,13.891,5,2,3,2,5,6,4,12.58,13.25,5,4,2,4,4,1,2.208,13.694,14.254,5,5,6,5,2,3,2.4,11.697,12.239,5,3,5,3,6,5,6.361,15.297,16.098,5,,16b706a87ee82d9e,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:54,4/4/19 10:04,0,897b4574737b4ff8,100,595,1,4/4/19 10:04,R_3hA9eF6SyaIOZa4,,,,,,,anonymous,EN,20.759,154.707,171.232,4,6,2,6,6,5,16.063,48.595,49.731,6,6,6,2,2,2,2,6.553,33.292,34.397,7,2,6,2,2,6,6,6.216,36.152,36.998,7,2,2,6,2,6,3.843,18.774,19.9,6,2,6,6,2,6,3.721,21.586,22.746,7,6,2,2,6,6.205,15.688,16.793,4,2,6,2,6,3,2.974,15.59,16.6,5,6,2,2,6,4.724,16.191,17.3,4,2,6,2,6,2,2.997,21.894,22.919,6,2,6,2,6,2,5.165,15.776,17.05,5,2,2,2,6,6,4.498,20.121,21.768,6,6,2,6,6,2,3.955,19.802,20.733,6,6,6,6,2,2,3.035,11.187,12.152,5,6,6,6,2,2,6.809,23.422,24.2,6,,4a69154b39505da6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:57,4/4/19 10:04,0,18e2713b6139fcaa,100,406,1,4/4/19 10:04,R_22n8wI2HciE9iuy,,,,,,,anonymous,EN,0,0,118.018,0,2,1,2,2,5,1.548,15.218,15.946,7,1,7,3,2,1,6,1.79,14.774,15.254,8,5,5,5,2,5,6,5.97,18.603,19.391,7,2,3,6,3,4,3.393,14.237,14.788,6,2,6,6,2,6,1.94,8.04,8.685,5,6,3,1,7,2.205,9.959,11.192,5,1,6,4,7,3,1.836,8.228,9.42,5,6,1,4,5,2.471,7.303,7.989,4,5,6,4,4,4,32.159,43.019,43.713,6,1,7,2,7,1,2.283,8.913,9.664,6,4,4,3,5,6,3.087,15.704,16.374,7,6,4,4,5,4,5.36,15.76,16.383,5,4,6,6,2,2,2.026,8.703,9.332,5,5,5,3,5,6,3.011,14.317,14.869,5,,65b924b2cfd9f2ca,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:57,4/4/19 10:04,0,4af44eaeaf4193b1,100,459,1,4/4/19 10:04,R_DMK8EDIcJJPRmk9,,,,,,,anonymous,EN,311.999,314.364,314.983,2,4,4,4,4,5,0.229,2.574,3.542,7,4,4,4,4,4,4,0.194,2.135,2.84,7,4,4,4,4,4,4,0.072,2.443,3.157,8,4,4,4,4,4,0.601,1.765,2.436,5,4,4,4,4,4,5.44,6.876,7.476,6,4,4,4,4,0.173,2.174,2.992,5,4,4,4,4,3,0.212,3.194,4.162,7,4,4,4,4,4.643,7.442,8.266,6,4,4,4,4,4,0.393,2.186,5.088,6,4,4,4,4,4,0.487,2.873,4.033,8,4,4,4,4,4,1.951,16.997,18.07,7,4,4,4,4,4,21.172,22.773,23.516,6,4,4,4,4,4,0.653,2.962,3.868,7,4,4,4,4,4,13.887,16.344,19.851,7,,55a37cb5e915f4c2,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:58,4/4/19 10:05,0,480a5d92f1738a1e,100,384,1,4/4/19 10:05,R_3QLfitMfsQO32tg,,,,,,,anonymous,EN,1.532,91.989,93.207,18,6,3,6,3,5,3.064,15.329,16.104,11,5,5,2,2,4,3,2.562,20.146,20.84,13,6,6,3,2,3,6,1.762,36.845,37.549,13,2,2,6,2,6,1.473,13.96,15.359,10,2,6,6,2,6,2.147,9.639,10.486,10,6,2,2,6,2.948,14.529,15.289,8,2,6,2,6,3,1.94,8.17,8.926,10,6,2,2,6,3.53,16.612,17.397,8,2,6,2,6,2,2.254,14.319,15.041,10,2,6,3,6,2,1.303,13.5,15.848,10,3,5,2,6,6,3.528,18.629,19.547,11,5,5,2,5,5,1.635,14.011,14.047,11,6,2,2,5,6,2.01,14.608,16.326,10,5,6,3,3,6,2.109,28.365,29.132,10,None,acb9062305199db1,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:58,4/4/19 10:05,0,324dabee7a4d7865,100,401,1,4/4/19 10:05,R_3rSCgHZUwVGNA6X,,,,,,,anonymous,EN,0,0,104.362,0,1,1,1,1,5,12.95,22.199,24.328,5,4,5,4,3,1,6,7.653,26.92,28.401,8,4,6,3,4,4,6,2.669,46.985,47.899,8,1,1,7,1,5,2.421,15.407,16.855,7,2,6,7,2,7,1.916,11.028,12.301,6,4,1,1,7,3.955,14.035,14.87,4,1,5,1,7,3,1.648,8.546,9.361,5,7,1,1,7,2.759,6.351,8.777,4,2,7,2,6,2,4.365,14.366,15.864,5,1,7,4,7,1,1.435,10.973,13.551,6,4,3,4,4,6,3.026,16.891,17.588,5,6,4,4,4,3,3.249,15.105,15.898,8,4,5,4,2,4,1.822,9.407,10.325,5,4,4,4,4,5,2.414,13.863,15.185,7,No comment.,bd5612c392a7f6e3,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:58,4/4/19 10:05,0,b5dc5d656b91608a,100,378,1,4/4/19 10:05,R_1H5AuwxBMV65I47,,,,,,,anonymous,EN,0,0,92.287,0,2,2,2,2,5,4.734,16.366,18.339,5,3,5,3,2,2,4,2.143,17.209,18.354,6,5,6,3,2,4,4,3.648,26.888,30.313,6,2,1,5,1,6,2.275,14.599,17.946,6,1,6,7,1,7,2.784,11.118,12.717,6,6,1,1,7,3.84,14.594,16.038,4,1,7,2,7,3,2.04,10.277,11.986,6,7,1,2,6,3.832,15.853,17.331,7,2,7,1,6,1,2.713,13.115,14.615,6,1,7,1,7,1,3.216,11.67,12.932,5,4,4,3,5,6,2.477,14.493,15.638,5,3,6,2,2,5,2.898,11.24,13.099,5,5,2,2,6,6,2.369,11.665,12.946,5,4,5,3,5,6,3.451,18.397,19.858,6,Thanks!,57a919a691e33fb7,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:54,4/4/19 10:05,0,7b04b0a0f0d1b458,100,646,1,4/4/19 10:05,R_1dz71Ioa7CGWrON,,,,,,,anonymous,EN,0,0,116.604,0,5,4,6,5,5,3.437,24.325,25.232,5,3,5,4,3,2,3,4.205,20.641,21.387,6,7,5,5,4,1,5,3.274,22.694,23.492,6,1,1,6,1,6,3.148,12.699,13.506,5,1,7,7,1,7,2.154,12.094,12.94,6,5,4,4,5,3.928,16.164,16.927,4,4,5,4,5,3,3.848,14.624,15.43,5,3,2,5,4,2.539,12.298,13.152,4,4,6,5,5,5,3.164,17.044,17.786,5,2,7,5,7,1,14.878,29.754,31.132,6,4,4,3,6,5,4.033,19.913,21.3,6,6,3,6,6,3,5.127,15.603,16.347,5,7,5,6,2,3,7.086,19.038,19.897,5,5,7,6,3,5,10.704,22.476,23.427,6,No,8479cc4b4247f7c7,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:54,4/4/19 10:05,0,3d7acb6975df8e80,100,658,1,4/4/19 10:05,R_3KI47FbmgDCelW9,,,,,,,anonymous,EN,332.773,332.773,333.185,1,4,4,4,3,5,1.016,4.726,5.437,5,3,3,4,4,2,2,166.118,172.762,174.483,6,4,4,6,4,5,3,4.555,7.017,7.908,7,2,3,4,5,3,2.787,5.044,7.586,6,4,5,6,4,6,4.31,10.662,11.253,5,6,4,5,4,5.285,7.153,8.005,4,1,6,2,6,3,3.765,13.013,13.614,5,7,1,2,7,3.464,9.829,10.506,4,5,4,3,4,5,3.634,6.619,7.155,6,3,3,4,5,2,0.831,5.414,8.62,8,5,4,4,5,5,2.025,4.116,4.879,5,4,5,4,4,5,2.342,3.844,4.683,5,5,3,4,4,2,3.379,7.478,9.018,5,3,4,4,6,5,3.097,5.258,5.799,6,none,4ae26ef3fcd54198,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:55,4/4/19 10:05,0,1c9e1e1fabb76ff7,100,602,1,4/4/19 10:05,R_2qjGuohqMLScF7A,,,,,,,anonymous,EN,28.881,30.242,91.997,3,6,4,4,5,5,7.644,30.81,31.729,5,3,4,3,4,2,7,3.349,23.376,24.252,9,7,5,2,4,4,7,53.749,77.492,78.411,7,4,5,4,5,4,5.238,33.715,34.658,5,2,5,6,4,6,3.837,23.876,24.537,6,7,3,3,6,5.55,17.538,24.317,4,2,4,3,6,3,2.167,25.902,26.838,8,5,2,4,6,3.492,17.995,19.813,5,5,6,4,3,6,5.163,20.912,21.798,6,4,7,6,7,1,5.37,20.899,21.95,6,3,3,2,6,6,3.13,16.667,17.514,7,6,3,4,5,3,2.464,20.836,21.883,5,4,5,5,4,4,18.764,86.303,89.414,7,5,4,2,4,7,4.042,22.342,23.245,7,,51d8a3e708eb4de4,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:56,4/4/19 10:05,0,e81d11b1762c1643,100,542,1,4/4/19 10:05,R_1LzYC7BwXsJye7I,,,,,,,anonymous,EN,0,0,146.927,0,6,6,6,6,5,6.421,19.546,20.607,5,5,4,4,3,3,5,5.638,31.678,32.356,10,6,4,5,6,2,4,11.674,37.444,38.9,14,3,3,5,3,5,4.509,26.495,32.306,8,2,6,6,2,5,3.9,21.091,21.933,6,4,3,4,5,7.339,27.532,28.345,6,4,3,5,4,3,6.152,17.581,19.001,5,4,4,4,4,6.6,14.614,15.663,5,6,3,6,3,6,5.088,19.583,20.565,5,3,4,6,4,3,5.851,21.231,22.132,7,3,3,3,5,5,7.469,24.506,25.32,7,6,3,5,5,3,5.376,18.292,19.017,5,4,5,5,4,4,4.472,22.058,22.887,9,4,4,4,5,6,6.922,25.154,26.016,8,no,d6c233f99e53a540,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:54,4/4/19 10:05,0,666b779089e36137,100,657,1,4/4/19 10:05,R_2azO2Dqu9HEjHW9,,,,,,,anonymous,EN,0,0,93.868,0,2,2,2,2,5,9.927,12.928,17.547,11,1,6,2,2,4,6,2.765,20.768,21.29,14,7,6,2,2,7,6,2.541,15.439,24.756,19,4,4,4,4,4,7.428,20.579,21.378,6,2,6,6,2,6,1.526,13.764,16.001,12,6,2,2,7,8.755,103.346,104.127,7,1,7,2,7,3,4.692,10.308,11.347,5,6,2,2,6,42.66,79.447,82.548,6,2,6,2,6,2,7.432,14.029,14.658,9,1,7,2,7,1,1.533,10.072,10.837,6,2,2,2,6,7,17.634,25.258,59.182,11,2,6,2,2,6,2.962,13.594,14.509,15,2,2,2,6,6,65.15,77.618,83.643,11,2,2,2,6,6,29.184,39.709,40.075,15,,c19a9bbbcbb53c8e,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:57,4/4/19 10:05,0,d54338011f053881,100,526,1,4/4/19 10:05,R_3rZES3uVoXC6wVc,,,,,,,anonymous,EN,14.548,114.934,125.036,11,6,6,6,6,5,5.299,24.544,25.739,13,5,5,2,2,1,2,4.36,21.602,22.835,15,5,6,5,1,1,6,4.412,26.95,28.16,16,1,1,6,1,6,4.042,18.527,19.639,12,1,6,6,1,6,4.14,17.243,19.974,11,7,1,1,7,6.006,17.921,19.291,9,1,6,2,7,3,2.948,15.59,16.999,12,6,1,1,6,6.057,15.665,16.866,9,2,6,2,6,2,3.926,18.549,18.625,13,1,7,2,7,1,4.556,15.66,16.79,12,5,5,3,5,5,5.372,21.768,22.943,13,3,6,3,3,5,4.766,27.427,28.696,13,3,3,3,6,6,4.692,16.701,17.832,12,5,5,2,6,6,8.76,34.018,34.087,13,No,d19b95977edd2eba,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:58,4/4/19 10:05,0,d3bc885828697821,100,428,1,4/4/19 10:05,R_2qxsVAX7lEZOEn5,,,,,,,anonymous,EN,0,0,93.198,0,2,1,4,1,5,4.798,18.269,19.021,5,3,6,5,2,1,3,2.419,17.945,18.725,6,5,6,4,3,3,6,4.173,21.947,22.686,7,3,2,5,2,6,3.298,13.958,15.058,5,3,5,5,3,5,4.194,13.788,14.773,5,5,4,2,5,1.991,10.744,11.483,4,3,5,3,5,3,2.012,9.907,10.667,5,5,3,3,5,3.485,16.646,17.483,6,4,4,4,4,4,3.319,12.854,15.45,5,2,7,3,6,1,2.308,13.127,13.793,5,5,5,4,3,6,4.1,13.961,14.883,5,4,4,4,4,4,3.597,7.705,9.104,5,5,4,4,4,4,4.658,11.241,12.199,5,4,6,3,5,5,3.837,15.828,16.497,5,not really,c9cb9cfdc7dd86c6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 9:56,4/4/19 10:05,0,1c12dbedf5f91d93,100,548,1,4/4/19 10:05,R_4GBjwTJXKQb6moV,,,,,,,anonymous,EN,0,0,169.104,0,6,4,6,4,5,14.298,63.018,65.227,5,4,4,4,4,4,5,5.375,13.702,17.632,6,4,5,4,4,4,4,5.331,7.28,15.344,6,4,4,4,4,4,7.077,8.273,9.324,5,4,7,4,1,4,16.044,21.461,23.211,5,6,4,4,6,3.684,10.426,14.446,7,4,4,4,7,3,5.175,32.102,33.216,6,7,4,4,4,2.2,5.848,8.067,6,4,4,4,4,4,4.733,6.036,8.262,5,1,7,2,7,1,2.603,14.324,16.979,6,5,4,4,4,4,5.541,7.129,9.367,5,4,4,4,4,4,3.04,4.944,5.748,5,4,4,4,4,4,7.155,10.582,30.802,7,4,4,7,4,4,4.479,8.698,9.407,6,"An interesting article, and great pay.",f36025930fdd9c34,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:00,4/4/19 10:06,0,d508599eaf169bb5,100,368,1,4/4/19 10:06,R_2tfDAM4KxIMxn5m,,,,,,,anonymous,EN,0,0,110.146,0,5,3,4,5,5,4.755,16.914,17.717,7,5,7,5,1,1,6,3.486,14.571,15.337,7,5,6,3,2,1,6,3.427,21.793,22.072,9,1,1,7,1,6,3.387,15.317,17.341,7,1,7,7,1,7,3.094,8.782,10.109,6,7,2,1,7,2.12,9.682,10.37,5,1,5,1,7,3,4.758,9.361,10.357,6,7,1,1,7,3.136,11.3,12.57,9,6,7,2,6,5,9.813,20.812,21.696,6,1,7,7,7,1,2.448,14.526,15.148,8,2,2,2,7,7,3.541,8.869,9.606,5,3,6,1,3,3,5.017,12.712,13.542,5,5,5,5,5,6,2.391,9.421,10.052,5,5,5,3,2,5,3.794,16.27,16.785,6,,6443b5033d6c8049,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:00,4/4/19 10:06,0,c2f841cd9e759823,100,365,1,4/4/19 10:06,R_vIakXGBTxsYV0pr,,,,,,,anonymous,EN,1.613,58.031,93.412,7,7,3,5,6,5,1.969,13.723,14.719,12,7,7,7,1,1,1,1.635,24.024,24.672,15,4,6,6,1,3,6,1.491,14.105,14.568,19,1,6,6,1,6,4.453,17.113,18.894,16,1,7,7,1,7,1.47,14.618,15.387,11,7,6,1,6,4.189,19.672,20.354,13,5,4,3,7,3,3.202,11.87,12.423,15,7,1,1,7,2.273,11.801,12.73,9,2,7,2,6,3,1.186,12.271,12.945,13,1,7,1,7,1,4.488,13.387,14.061,12,4,2,2,4,7,2.655,7.923,12.002,16,6,2,7,6,2,1.985,22.744,23.421,22,7,7,7,3,2,3.108,14.314,16.552,13,6,7,7,7,5,1.866,14.575,19.262,16,Thank you,faf51e4e52de8457,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:02,4/4/19 10:06,0,b62f130d92e17af8,100,255,1,4/4/19 10:06,R_2zAwgtINX3VMgZn,,,,,,,anonymous,EN,27.098,90.606,90.963,8,1,1,1,1,5,1.749,6.385,7.178,5,1,7,1,1,1,7,2.682,7.19,7.615,6,1,7,1,1,7,7,2.255,8.655,9.077,7,1,2,7,6,6,3.155,14.859,15.552,6,1,7,7,1,7,2.278,4.762,5.151,6,7,1,1,7,1.649,7.745,8.246,7,1,7,1,7,3,1.586,6.426,7.552,5,7,1,1,7,1.505,4.421,4.858,4,1,7,1,7,1,1.791,7.063,7.788,6,1,7,1,7,1,1.645,4.882,5.559,5,1,1,1,7,7,1.544,5.156,5.951,5,7,7,4,5,4,2.491,11.103,11.604,10,6,4,4,2,4,3.807,9.311,10.02,10,4,1,4,6,7,2.168,13.28,13.961,5,,73bf1cf0d8ebcbd4,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:56,4/4/19 10:06,0,db449915dedda506,100,614,1,4/4/19 10:06,R_6RLEC394NIDTbrP,,,,,,,anonymous,EN,0,0,171.559,0,6,4,6,5,5,5.5,36.544,37.711,5,5,5,5,2,4,3,6.278,29.498,30.508,6,3,7,2,7,2,7,4.769,28.249,29.1,6,2,2,6,2,5,5.944,21.193,22.223,5,3,5,6,2,5,6.599,23.393,24.711,5,7,1,1,7,15.572,29.796,31.087,4,1,6,1,7,3,2.127,13.885,15.159,5,7,1,1,7,3.637,43.949,45.505,6,5,3,4,4,4,11.132,24.489,25.621,5,1,7,3,7,1,4.386,19.604,20.71,5,4,3,3,6,6,2.812,18.028,18.973,5,5,4,4,4,4,5.311,19.977,21.269,5,5,5,5,5,4,4.317,25.538,26.729,5,4,6,3,4,6,11.441,25.991,27.168,5,"The instructions were succinct and easy to comprehend. Additionally, the survey is working with no issues or errors encountered. Cheers!",48c4ee53c792bafd,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:00,4/4/19 10:06,0,63316c72c9d64080,100,362,1,4/4/19 10:06,R_3kNeNA38Pi0d3yh,,,,,,,anonymous,EN,65.282,65.282,94.185,1,1,1,5,2,5,5.64,14.779,17.883,6,4,7,3,3,1,6,3.813,22.047,23.417,9,3,7,3,3,3,7,2.192,22.09,22.625,7,1,2,2,4,5,2.938,15.803,17.083,7,2,6,5,2,6,2.342,13.21,13.462,7,7,1,1,7,7.793,15.332,15.905,4,1,4,4,7,3,3.124,14.498,15.275,7,6,1,1,7,10.478,19.852,20.229,6,3,7,2,4,3,4.114,14.34,15.234,5,1,7,1,7,1,3.614,11.528,12.172,5,5,1,1,6,6,3.232,11.823,13.171,8,5,4,4,5,4,3.632,11.147,11.972,6,4,5,5,3,4,3.089,12.683,13.512,7,3,5,4,6,7,2.177,13.496,14.194,8,,7691d1c55bec7ece,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
