StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,hb_1,hb_2,hb_3,hb_4,hb_check_5,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,sex,age,race,religion,educ,income,parent,expecting,children,youngest_child,comments,workerId,assignmentId,hitId,study_time,payment
8/31/17 9:01,8/31/17 9:05,IP Address,4a4a9bb15176b61b,100,230,TRUE,8/31/17 9:05,R_2EbnJA71ohuyHEP,,,,,,,anonymous,EN,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Male,25,White,Christian,Some Graduate or Professional Education,"$50,001 - $70,000",No,No,,,,61068baf46df4ce6,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:05,IP Address,7f70cd03c549d5ad,100,188,TRUE,8/31/17 9:05,R_1IZa5E2AI0HG3qf,,,,,,,anonymous,EN,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Female,21,White,Non-religious,Some Undergraduate Education,"$50,001 - $70,000",No,Yes,,,,019ea37ffdf1a7df,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:03,8/31/17 9:05,IP Address,03c318662b4ffed7,100,122,TRUE,8/31/17 9:05,R_3LjwfJWlmLhKpny,,,,,,,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Male,22,Asian,Christian,Undergraduate Degree,"$20,000 - $30,0000",No,No,,,,e868e1070a2df04b,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:06,IP Address,4cb3f3408e4c5e9b,100,118,TRUE,8/31/17 9:06,R_1GZeVP6FrUpIkcD,,,,,,,anonymous,EN,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,33,White,Non-religious,Undergraduate Degree,"$50,001 - $70,000",No,No,,,Thanks for letting me participate! ,2a37df19491057c7,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:06,IP Address,92c81637854e1c3b,100,227,TRUE,8/31/17 9:06,R_1msFpwBlBH25J31,,,,,,,anonymous,EN,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Strongly agree,Male,39,White,Christian,Undergraduate Degree,"$70,001 - $100,000",Yes,No,2,10 years old,,d9d992c1827b7502,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:03,8/31/17 9:06,IP Address,7dad195aa2c38e2b,100,179,TRUE,8/31/17 9:06,R_3pt1hJLnTF4bzE7,,,,,,,anonymous,EN,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Male,30,White,Jewish,Some Undergraduate Education,"$30,001 - $50,000",Yes,No,1,1 year old,n/a,cde1dd509ebd68b3,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:06,IP Address,b0450b58954c0876,100,255,TRUE,8/31/17 9:06,R_3qPUidzkTzz7nvC,,,,,,,anonymous,EN,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Male,35,White,Non-religious,Undergraduate Degree,"Less than $20,000",No,No,,,,adf87fc8a8e256f2,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:06,IP Address,3b7cca3c7ffc0d43,100,256,TRUE,8/31/17 9:06,R_3eknjpoiFj8xlvt,,,,,,,anonymous,EN,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Disagree,Disagree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Female,31,White,Non-religious,High School or Equivalent,"$70,001 - $100,000",No,Yes,,,,291fb2ee2ec0fc45,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:06,IP Address,095d416cd1593f1b,100,272,TRUE,8/31/17 9:06,R_3JdWiv6poSouP46,,,,,,,anonymous,EN,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Agree,Male,28,White,Jewish,Graduate or Professional Degree,"$70,001 - $100,000",No,No,,,Best of luck in your research!,ff6b2828ba9b6026,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:06,IP Address,c10ac5b98e398fac,100,255,TRUE,8/31/17 9:06,R_2CUuzAqIsAZxcrf,,,,,,,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Male,34,White,Christian,Undergraduate Degree,"$50,001 - $70,000",No,No,,,,12d91ffece4d2573,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:03,8/31/17 9:06,IP Address,b2a3a83c06ef345b,100,225,TRUE,8/31/17 9:06,R_1gjUgNYpggloZys,,,,,,,anonymous,EN,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Male,30,White,Christian,Undergraduate Degree,"$50,001 - $70,000",Yes,No,1,2 years old,,a6dcbd9c018f958a,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:05,8/31/17 9:06,IP Address,1d43034797dec8a0,100,113,TRUE,8/31/17 9:06,R_1n8iAIQtu2r47Xh,,,,,,,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Male,28,White,Christian,Graduate or Professional Degree,"$50,001 - $70,000",No,No,,,,b44ddf7d0c4b9a3e,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
