"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","sex","age","race","religion","educ","income","parent","expecting","children","youngest_child","refuse","return","comments","workerId","assignmentId","hitId","study_time","payment"
"11","2019-06-05 10:56:02","2019-06-05 10:59:49","0","d36cefebf881c440","100","227","1","2019-06-05 10:59:49","R_2wBo0pSHR8vuuGt","","","","",34.66,-120.44,"anonymous","EN","6","6","6","6","5","2.25","7.173","8.651","7","2","5","5","2","1","6","2.29","11.048","13.447","8","6","5","7","6","6","7","1.44","5.996","6.583","6","1","2","2","2","3","3.344","9.797","10.584","8","2","7","6","2","7","2.308","11.013","12.016","6","7","3","7","7","2.631","6.55","7.422","5","1","2","3","7","3","1.477","7.252","12.116","6","3","1","2","6","2.608","12.342","13.6","10","5","6","2","5","6","2.048","14.461","14.811","9","7","7","7","6","1","2.898","11.798","12.345","6","7","7","6","3","5","2.654","11.69","12.395","8","6","1","6","2","2","1.417","5.443","6.177","7","5","7","7","1","2","2.505","14.776","15.314","6","7","6","7","5","5","2.162","5.641","7.518","5","0","20","1","1","5","5","23","24","4","5","23","26","n/a","41e2847834c60b31","32KTQ2V7RDF0Q45QJ4UPXFJU93L9MT","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"12","2019-06-05 10:56:49","2019-06-05 10:59:51","0","061cef5ed269dd84","100","182","1","2019-06-05 10:59:52","R_2zupBE9sFCj7RZ4","","","","",41.85,-87.67,"anonymous","EN","4","6","6","5","5","3.828","9.189","9.9","5","7","5","2","5","1","5","1.174","28.061","29.382","11","7","5","5","6","6","4","1.298","3.846","4.756","6","5","7","6","4","5","0.949","2.965","3.975","5","4","5","5","4","4","1.621","3.635","5.128","5","6","5","7","7","2.136","3.824","5.026","4","5","4","4","5","3","1.011","9.428","13.869","6","7","7","5","6","1.24","2.829","3.861","4","4","5","6","5","7","2.133","4.225","5.349","5","7","6","5","4","5","0.854","3.821","4.891","6","5","6","5","7","6","0.78","2.847","4.026","5","5","6","4","6","5","1.356","3.403","4.959","5","5","5","4","5","4","1.122","6.314","6.957","7","5","5","6","6","4","0.86","5.993","7.444","7","0","28","1","1","5","2","23","24","2","5","24","26","good","612f47b943482c20","3X66WABAJWIEJSKORSVKTXWBDPZG3B","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"13","2019-06-05 10:55:40","2019-06-05 10:59:54","0","841afbab6d2f8e95","100","254","1","2019-06-05 10:59:55","R_3dLFsqYCcTPGWxD","","","","",36.4,-97.86,"anonymous","EN","5","6","6","5","5","4.293","9.2","10.353","7","5","6","5","5","6","6","1.076","5.388","6.849","9","4","3","4","5","6","5","1.431","5.224","6.086","6","5","4","5","6","6","0.886","3.302","4.525","5","6","4","5","6","7","4.392","6.999","8.108","5","5","6","6","7","1.38","8.836","10.848","9","5","5","4","4","3","4.196","6.372","7.412","5","4","5","5","6","3.321","6.625","7.83","4","6","5","4","5","6","1.442","4.323","5.321","6","5","6","6","7","5","1.392","6.127","8.48","6","4","5","5","6","6","1.112","5.903","6.439","7","6","5","6","5","4","1.138","3.362","4.707","5","5","4","6","6","6","1.494","3.414","4.354","5","4","5","5","5","6","0.864","3.185","4.323","5","1","29","1","1","6","3","23","24","2","7","24","26","No comments.","72dbf25b5250a111","3QJOXOW4XJRHL0W7RFABPTK5000MEF","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"14","2019-06-05 10:57:19","2019-06-05 11:00:00","0","6ab37e6854118790","100","160","1","2019-06-05 11:00:00","R_3aVr9VFISZ91RSh","","","","",41.85,-87.65,"anonymous","EN","6","5","4","5","5","0.878","6.333","8.393","7","5","5","7","5","4","5","1.054","5.038","5.494","7","6","6","7","4","6","5","0.841","5.152","5.927","5","6","5","7","5","4","1.817","4.983","6.401","6","5","5","5","6","5","2.237","6.543","8.194","7","6","4","5","6","1.199","4.136","5.418","5","6","4","5","5","7","0.951","3.032","4.479","5","7","5","6","7","1.368","2.708","3.412","4","5","4","4","6","5","6.583","8.263","9.709","5","4","5","5","5","6","0.991","2.19","3.603","5","5","5","4","6","6","1.032","2.894","4.797","5","5","5","4","5","4","4.638","9.298","9.948","8","6","5","4","4","5","0.955","3.041","4.466","5","7","5","5","4","6","6.522","9.299","10.538","5","0","37","1","1","4","3","23","24","1","","24","27","","83e1363ddb179984","36U2A8VAG1ZK1HDV649PHJKHT7BYK2","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"15","2019-06-05 10:56:38","2019-06-05 11:00:06","0","222076b7414d2038","100","208","1","2019-06-05 11:00:07","R_5oTwTN1oC2lVQMF","","","","",47.61,-122.33,"anonymous","EN","7","7","7","7","7","1.521","5.633","6.663","6","4","6","4","4","4","5","0.826","5.186","6.216","7","6","7","6","6","6","6","1.585","5.233","6.311","6","6","7","6","6","6","0.85","3.146","4.193","5","4","7","5","4","6","1.114","3.506","4.715","5","6","6","6","6","0.831","3.039","3.781","4","6","7","5","5","5","1.141","3.6","4.981","5","6","6","6","6","1.062","3.603","4.349","5","7","5","6","5","5","0.814","3.038","4.297","5","6","6","6","6","6","2.688","7.568","8.814","8","7","6","6","6","6","1.032","3.344","4.286","5","6","6","6","6","6","5.207","7.863","8.87","5","6","6","6","6","6","2.376","5.416","6.808","5","6","6","6","6","7","1.385","5.115","6.051","7","1","25","3","3","7","1","23","23","4","9","23","26","DFGETJHRMJ","e3409302f3ad0da2","32Z9ZLUT1LKH5D8LUWXU206NNG8OHD","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"16","2019-06-05 10:56:24","2019-06-05 11:00:08","0","02253b1bd1405c35","100","223","1","2019-06-05 11:00:09","R_2zeZW38X4BMHKx1","","","","",13.08,80.28,"anonymous","EN","7","7","6","6","5","0.705","7.298","8.46","6","7","6","7","7","6","6","0.91","7.38","8","7","7","6","7","7","6","6","0.867","7.725","11.453","7","6","7","7","6","6","0.716","10.437","12.035","6","7","6","7","6","6","1.05","3.345","9.258","5","7","6","6","7","1.135","2.422","5.242","4","6","6","7","7","3","0.636","7.931","10.097","8","7","7","6","6","0.875","5.083","5.917","5","6","7","6","6","7","0.685","3.02","5.609","6","7","7","6","6","6","1.975","10.315","10.633","8","7","7","6","6","6","0.665","6.6","11.365","7","6","6","7","7","6","0.925","4.518","5.941","5","6","7","7","6","6","0.953","3.368","5.83","6","7","6","7","6","7","0.765","3.331","6.331","6","1","21","2","3","4","2","23","23","3","7","23","26","good","fcc8dd756e4f7ac3","3483FV8BEEJN1HZZBF8TYWEUDXW62O","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"17","2019-06-05 10:55:50","2019-06-05 11:00:12","0","f55ac83f895e022d","100","262","1","2019-06-05 11:00:13","R_yO25EXjf1Yz0qiJ","","","","",47.9,-97.04,"anonymous","EN","3","2","2","2","5","11.792","26.453","29.369","8","2","7","3","1","2","5","5.123","20.505","20.773","12","7","2","7","5","5","7","2.572","20.459","21.054","12","1","1","7","2","5","3.2","12.358","13.417","7","2","1","7","1","7","2.754","11.498","12.146","5","6","1","1","7","3.455","8.825","9.635","4","1","7","1","7","3","1.075","7.089","8.224","5","7","1","1","7","0.961","9.117","10.022","5","1","7","1","2","1","7.103","22.541","23.211","7","1","7","1","7","1","1.51","8.593","9.217","5","1","1","2","6","6","2.71","15.822","16.695","10","5","5","2","2","5","1.491","9.042","10.153","8","5","3","3","5","7","3.146","12.152","12.781","10","4","7","3","7","7","2.286","13.272","14.04","9","0","21","1","6","4","1","24","24","","","","26","","9d3be723c38e85ac","3FQ5JJ512LOQPI9HZ20E03MAPN6NK0","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"18","2019-06-05 10:55:54","2019-06-05 11:00:19","0","349854170b533880","100","265","1","2019-06-05 11:00:20","R_1f3Z6M3M4a7Pcyy","","","","",29.72,-95.43,"anonymous","EN","3","2","2","2","5","4.245","15.894","16.507","6","4","6","3","3","1","5","4.062","17.88","18.678","6","5","6","3","3","4","7","3.741","20.758","21.508","6","2","2","5","2","2","2.313","14.947","16.068","5","1","6","7","1","1","2.881","12.849","13.607","6","7","2","1","6","3.763","11.051","11.777","4","1","6","2","7","3","4.252","14.228","14.501","7","7","1","2","6","3.952","11.128","11.75","4","2","4","3","3","4","2.183","18.079","19.47","11","6","7","2","7","1","2.056","11.167","11.872","5","1","1","1","6","6","2.171","14.243","15.45","6","6","4","4","4","4","5.714","17.122","17.697","6","2","5","7","3","2","2.416","10.793","11.337","5","5","7","6","5","5","3.321","16.538","17.065","8","1","36","1","1","5","6","23","24","4","5","24","26","","284826d7343c4ebc","3FTOP5WARFOST2BSGBY4OCQK25W0J4","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"19","2019-06-05 10:55:31","2019-06-05 11:00:23","0","47bd081e341c1acb","100","291","1","2019-06-05 11:00:24","R_2yrz7eYHyYON1yN","","","","",33.31,-111.74,"anonymous","EN","4","5","6","5","5","3.936","11.184","17.078","9","6","6","6","4","5","4","2.468","12.169","15.641","11","4","5","5","4","3","4","9.406","26.737","28.906","15","4","4","5","3","5","1.047","6.336","8.552","9","5","5","4","2","7","1.039","10.813","11.41","10","6","4","5","5","2.214","15.359","17.966","8","1","5","4","5","3","2.282","13.305","14.126","9","5","2","4","4","1.51","9.311","10.339","7","3","5","5","5","4","8.645","22.106","28.498","8","4","5","5","6","2","2.1","13.568","17.69","10","5","5","4","5","4","1.806","19.514","19.543","12","4","6","6","4","5","7.03","16.365","20.23","8","5","4","6","6","3","1.809","8.31","9.157","8","4","5","6","5","4","0.831","8.703","10.996","8","1","22","4","1","4","4","23","23","2","5","","26","Great survey! ","672cd273de531b87","3R9WASFE2ZG9QLVM1FKBFD1ER5XZFR","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"20","2019-06-05 10:55:44","2019-06-05 11:00:31","0","84cb1f0a1b0c8a29","100","287","1","2019-06-05 11:00:32","R_zeDxC4sc1cuBpv3","","","","",38.76,-77.09,"anonymous","EN","1","1","1","1","5","4.546","16.57","17.651","5","1","7","1","1","1","7","1.883","14.258","15.39","6","7","6","1","1","6","7","1.955","28.162","28.845","9","1","1","1","1","5","1.802","10.485","11.37","5","1","6","7","2","7","2.257","14.651","15.492","5","7","1","1","7","2.376","12.062","12.65","4","1","7","1","7","3","2.059","7.627","8.422","5","7","1","1","7","2.037","7.898","8.873","4","1","7","1","7","1","2.558","18.797","20.056","5","1","7","1","7","1","2.146","9.91","10.611","5","6","2","1","6","7","2.451","20.951","21.812","6","7","5","2","6","5","1.661","22.297","23.071","8","5","6","5","6","6","2.238","14.688","15.485","6","5","3","1","7","7","1.768","23.777","25.021","6","1","47","1","2","6","6","23","24","2","14","24","26","","f056839745d6d096","3F6KKYWMNB1IBC377LERWQRK5E9NDN","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"21","2019-06-05 10:56:10","2019-06-05 11:00:33","0","cb8d4160834582b7","100","262","1","2019-06-05 11:00:33","R_1fdZpJKjXSyOEo9","","","","",37.78,-122.41,"anonymous","EN","5","5","4","4","5","2.752","11.144","12.662","7","4","5","5","5","2","5","3.681","15.395","16.042","7","7","5","5","5","1","1","5.568","23.6","24.518","7","6","6","6","6","6","4.215","8.361","10.186","5","6","6","6","3","6","5.551","14.847","16.049","7","4","2","4","6","2.391","8.754","9.379","5","1","5","4","3","3","6.242","13.281","13.962","5","7","1","6","7","7.984","17.391","18.055","4","3","4","3","4","4","4.848","10.183","11.014","5","1","7","1","7","1","2.376","19.292","19.975","5","4","1","4","4","4","6.254","12.269","13.161","6","5","4","4","5","4","8.477","10.654","11.292","6","4","5","6","5","5","2.849","13.228","14.926","5","5","5","4","5","5","4.498","7.793","8.532","6","1","29","5","6","4","5","24","24","","","","26","","526fc8bcbd373eb0","39KFRKBFINV3R8YA4W1IO01QDCKYOL","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"22","2019-06-05 10:57:21","2019-06-05 11:00:33","0","6a112dfbb30c7316","100","191","1","2019-06-05 11:00:34","R_2VvTAb2DGmaQO8l","","","","",17.38,78.47,"anonymous","EN","6","3","5","6","5","4.133","7.589","8.361","7","4","4","6","5","5","2","1.335","4.639","6.717","6","3","5","7","4","5","6","0.913","3.442","5.29","6","5","5","3","3","4","0.909","5.34","6.733","7","6","3","3","6","5","0.791","3.278","4.33","6","2","2","5","4","1.32","3.624","4.673","5","5","3","6","7","3","3.713","6.657","7.818","5","6","3","5","4","1.384","2.776","3.64","4","2","5","3","3","2","1.25","4.395","6.531","6","4","4","4","6","2","0.986","2.371","4.916","5","3","5","3","6","7","1.094","3.014","6.063","5","5","3","7","4","6","0.908","4.501","5.709","5","3","6","4","3","5","1.104","4.215","4.623","6","5","4","2","6","3","2.105","4.6","5.928","5","1","35","5","4","5","4","23","24","2","6","23","26","","eb5146f71ce51a09","30ZX6P7VF8VZPCE6VY2I70JZZ3H2JR","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"23","2019-06-05 10:55:40","2019-06-05 11:00:34","0","0b21c5cd675ac421","100","293","1","2019-06-05 11:00:34","R_1FsSFdcI4FVjEb4","","","","",38.16,-79.06,"anonymous","EN","1","1","1","1","5","2.375","21.559","22.237","5","2","6","2","6","4","7","3.249","15.87","16.405","6","5","7","1","1","1","7","3.649","28.792","34.382","10","1","1","7","1","7","2.267","11.288","11.958","5","1","7","7","1","7","3.45","18.56","18.878","6","7","1","1","7","5.166","14.662","15.332","5","1","7","1","7","3","10.407","17.839","18.957","5","7","1","1","7","3.464","10.16","10.853","4","1","7","1","6","1","2.323","18.826","19.672","6","1","7","1","7","1","3.341","11.245","11.69","5","2","1","1","6","7","3.176","13.632","14.621","6","7","1","7","7","1","3.977","14.369","16.206","6","7","7","7","2","2","2.233","21.369","21.894","5","7","7","7","1","1","2.394","11.807","12.43","6","0","25","1","6","5","4","24","24","","","","26","No","5f195f942c6c0a86","3Z4XG4ZF48RB6BLKSJQK804HW1MX8B","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"24","2019-06-05 10:55:43","2019-06-05 11:00:36","0","66b877b23fc59f6c","100","293","1","2019-06-05 11:00:36","R_2bQ5KKmVmdMghqG","","","","",38.96,-84.37,"anonymous","EN","6","6","6","5","5","3.467","15.5","16.368","5","5","3","3","6","3","2","4.798","23.038","24.837","10","7","3","5","5","1","3","3.704","20","21.199","9","3","3","3","2","5","4.445","14.013","14.995","5","3","5","6","2","6","10.182","19.462","20.228","5","5","5","2","5","2.428","15.701","16.482","4","6","3","5","2","3","2.041","13.625","14.456","5","3","5","6","3","2.829","13.429","14.075","6","5","3","5","2","6","2.98","16.684","17.379","9","3","6","5","5","3","5.796","15.988","18.882","5","5","6","5","4","5","2.763","14.539","15.29","5","6","3","5","6","3","4.141","14.773","15.515","5","5","6","6","3","3","3.215","14.647","15.589","6","6","5","5","3","6","4.161","17.785","18.568","7","1","19","1","1","3","6","24","24","","","","26","","c7e5a2ba0364f5de","3SKEMFQBZ355MBMDT0BVI6WF0S88KY","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"25","2019-06-05 10:56:01","2019-06-05 11:00:44","0","7190e2e5cdc8fe53","100","283","1","2019-06-05 11:00:45","R_2zVikkSx8bFXho9","","","","",33.51,-112.06,"anonymous","EN","6","3","1","4","5","5.117","18.922","19.71","8","3","7","1","1","3","7","2.446","15.115","16.092","11","2","6","1","5","1","7","2.856","20.355","21.112","11","5","6","6","6","2","4.101","18.202","18.774","8","1","7","7","1","7","2.345","10.993","11.608","9","7","1","1","7","2.793","12.754","13.728","9","1","7","1","7","3","1.996","9.1","10.832","8","7","1","1","7","1.03","11.135","11.757","8","3","7","1","3","2","2.872","17.67","18.769","9","1","7","1","7","1","1.954","11.486","12.574","9","3","2","1","5","7","1.504","15.122","15.69","9","5","7","1","3","7","3.191","14.034","14.787","9","5","5","6","3","3","2.31","16.382","17.218","11","5","3","2","6","7","2.517","18.175","18.83","9","0","28","1","6","6","5","23","24","4","5","24","26","","e05d26a315f61cd7","358UUM7WRZ3N91UP9FSM5IMYK0W7R3","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
