"","X","workerId","gender","age","ethnicity","education","job","income","political_party","political_beliefs","comments_pretest","eligible_pretest","duration_pretest","hb_1_pretest","hb_2_pretest","hb_3_pretest","hb_4_pretest","hb_check_5_pretest","nat_1_pretest","nat_2r_pretest","nat_3_pretest","nat_4_pretest","nat_5_pretest","nat_6r_pretest","medSkept_1_pretest","medSkept_2r_pretest","medSkept_3_pretest","medSkept_4_pretest","medSkept_5r_pretest","medSkept_6r_pretest","diseaseRare_1_pretest","diseaseRare_2_pretest","diseaseRare_3r_pretest","diseaseRare_4_pretest","diseaseRare_5r_pretest","diseaseSevere_1r_pretest","diseaseSevere_2_pretest","diseaseSevere_3_pretest","diseaseSevere_4r_pretest","diseaseSevere_5_pretest","vaccEff_1_pretest","vaccEff_2r_pretest","vaccEff_3r_pretest","vaccEff_4_pretest","vaccEff_check_1_pretest","vaccDanger_1_pretest","vaccDanger_2r_pretest","vaccDanger_3_pretest","vaccDanger_4r_pretest","vaccDanger_check_3_pretest","vaccTox_1r_pretest","vaccTox_2_pretest","vaccTox_3_pretest","vaccTox_4r_pretest","vaccTox_check_6_pretest","vaccStrain_1_pretest","vaccStrain_2r_pretest","vaccStrain_3_pretest","vaccStrain_4r_pretest","vaccStrain_5_pretest","vaccIntent_1r_pretest","vaccIntent_2_pretest","vaccIntent_3r_pretest","vaccIntent_4_pretest","vaccIntent_5r_pretest","parentExpert_1_pretest","parentExpert_2_pretest","parentExpert_3_pretest","parentExpert_4r_pretest","parentExpert_5r_pretest","infantImmLimCap_1_pretest","infantImmLimCap_2r_pretest","infantImmLimCap_3_pretest","infantImmLimCap_4_pretest","infantImmLimCap_5r_pretest","infantImmWeak_1_pretest","infantImmWeak_2_pretest","infantImmWeak_3_pretest","infantImmWeak_4r_pretest","infantImmWeak_5r_pretest","overpar_1_pretest","overpar_2_pretest","overpar_3_pretest","overpar_4r_pretest","overpar_5r_pretest","is_parent_posttest","children_num_posttest","children_oldest_posttest","children_youngest_posttest","plan_parent_posttest","flushot_self_this_posttest","flushot_self_next_posttest","flushot_child_this_posttest","flushot_child_next_posttest","vax_delay_spread_posttest","vax_refuse_posttest","vax_exemption_posttest","attention_posttest","comments1_posttest","comments_posttest","condition","duration_posttest","hb_1_posttest","hb_2_posttest","hb_3_posttest","hb_4_posttest","hb_check_5_posttest","nat_1_posttest","nat_2r_posttest","nat_3_posttest","nat_4_posttest","nat_5_posttest","nat_6r_posttest","medSkept_1_posttest","medSkept_2r_posttest","medSkept_3_posttest","medSkept_4_posttest","medSkept_5r_posttest","medSkept_6r_posttest","diseaseRare_1_posttest","diseaseRare_2_posttest","diseaseRare_3r_posttest","diseaseRare_4_posttest","diseaseRare_5r_posttest","diseaseSevere_1r_posttest","diseaseSevere_2_posttest","diseaseSevere_3_posttest","diseaseSevere_4r_posttest","diseaseSevere_5_posttest","vaccEff_1_posttest","vaccEff_2r_posttest","vaccEff_3r_posttest","vaccEff_4_posttest","vaccEff_check_1_posttest","vaccDanger_1_posttest","vaccDanger_2r_posttest","vaccDanger_3_posttest","vaccDanger_4r_posttest","vaccDanger_check_3_posttest","vaccTox_1r_posttest","vaccTox_2_posttest","vaccTox_3_posttest","vaccTox_4r_posttest","vaccTox_check_6_posttest","vaccStrain_1_posttest","vaccStrain_2r_posttest","vaccStrain_3_posttest","vaccStrain_4r_posttest","vaccStrain_5_posttest","vaccIntent_1r_posttest","vaccIntent_2_posttest","vaccIntent_3r_posttest","vaccIntent_4_posttest","vaccIntent_5r_posttest","parentExpert_1_posttest","parentExpert_2_posttest","parentExpert_3_posttest","parentExpert_4r_posttest","parentExpert_5r_posttest","infantImmLimCap_1_posttest","infantImmLimCap_2r_posttest","infantImmLimCap_3_posttest","infantImmLimCap_4_posttest","infantImmLimCap_5r_posttest","infantImmWeak_1_posttest","infantImmWeak_2_posttest","infantImmWeak_3_posttest","infantImmWeak_4r_posttest","infantImmWeak_5r_posttest","overpar_1_posttest","overpar_2_posttest","overpar_3_posttest","overpar_4r_posttest","overpar_5r_posttest"
"380",380,"cbca67378b64fcea",1,39,1,4,1,4,9,52,"Interesting survey.  Thanks for posting :)","true",1718,-1,-3,-3,-3,1,-3,-3,-3,-3,-3,0,3,-3,-2,0,3,-3,-2,-2,-3,-3,-2,3,3,3,3,3,3,3,3,3,-3,-3,1,-2,-2,-1,-2,-3,1,-2,2,0,0,1,1,1,3,2,-2,3,3,0,-3,-3,-3,-3,3,1,1,1,1,1,3,1,0,1,2,3,-1,3,-1,1,2,9,5,NA,0,0,0,0,1,0,0,1,"","No","noInterv",3897,-2,-3,-2,-2,1,0,-2,-3,-3,-3,0,2,-3,-3,1,3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-1,1,-3,-3,-1,-3,-3,1,-3,2,-1,0,1,1,0,3,3,-3,3,3,1,-3,-3,-3,-3,0,1,1,0,0,2,2,1,-1,1,-3,-3,0,3,3
"381",381,"2b8d2200e482bf31",1,30,1,3,4,1,1,85,"I wish you good luck with the study.","true",602,1,0,1,0,1,0,-2,0,-1,-2,2,1,1,1,1,2,0,-2,1,-2,-1,-1,2,2,2,2,1,1,1,2,0,-3,1,0,1,-1,-1,1,-1,1,1,2,0,1,-1,0,0,-2,2,0,2,2,-1,-1,-2,0,-1,0,0,0,2,1,1,2,2,2,2,1,2,1,-1,-2,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"I wish you good luck with the study.","Nope.","noInterv",825,2,0,2,-1,1,0,-2,0,-1,-2,2,1,1,1,1,2,1,-2,-1,-2,-1,-2,2,2,1,2,2,2,2,2,2,-3,0,0,0,-1,-1,1,-2,1,1,2,0,1,0,0,0,-1,1,0,1,1,-1,-1,-2,-2,-2,1,1,-1,1,2,2,2,2,2,1,1,1,2,0,-1
"382",382,"b348150595630ba2",1,45,1,4,1,4,2,36,"","true",946,0,0,1,0,1,-1,-1,0,0,-1,-1,2,0,2,0,2,0,1,1,-1,1,1,0,2,0,2,1,1,0,1,1,-3,0,0,0,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,-2,2,2,2,2,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",284,1,0,1,1,1,-1,-1,-1,-2,-2,1,3,1,2,0,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,-3,0,0,0,-1,-1,0,-1,0,0,2,0,0,-1,0,0,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1
"383",383,"0c325a3a74e8dced",2,64,1,4,2,2,12,50,"Good survey, thanks!","true",504,2,3,3,3,1,3,3,3,-3,2,3,3,3,3,3,3,3,0,0,2,1,2,-1,-1,1,-1,0,-3,-3,-3,-3,-3,3,-3,3,3,-1,3,3,3,3,2,3,3,3,3,3,3,-3,0,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,3,0,2,0,0,1,2,35,32,NA,0,0,0,0,0,0,0,1,"Good survey, thanks!","","diseaseRisk",697,3,3,3,2,1,3,3,3,3,2,3,3,3,3,3,3,3,0,1,1,1,0,-1,0,0,-2,0,-3,-3,-3,-3,-3,3,3,3,3,-1,3,3,3,3,2,3,3,3,3,3,-3,-3,-3,-3,-3,3,3,3,3,3,0,-2,0,-3,-2,-1,-3,-3,-3,-3,3,1,-2,0,0
"384",384,"724f3b220a974a89",1,25,1,2,4,1,9,48,"","true",361,1,0,0,0,1,0,0,-2,-2,-2,-1,-1,-2,-1,-1,0,-2,0,1,-1,0,0,0,0,2,-1,0,2,0,2,2,-3,-3,0,-1,-1,-1,-1,0,0,-1,2,0,-1,-1,-1,0,2,2,-1,2,2,1,1,0,-1,-1,2,1,1,1,1,0,1,2,1,1,0,0,0,-1,-2,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",1539,-1,-1,-1,-1,1,-1,-1,-1,-2,-2,-2,0,-1,0,-1,0,-2,0,0,0,1,1,1,1,2,0,1,2,1,1,2,-3,-2,-1,0,-1,-1,0,-1,0,1,2,1,-1,0,0,0,1,1,-1,2,2,0,-1,-1,-1,-2,2,1,0,1,1,1,1,1,1,1,0,0,-1,-1,-1
"385",385,"390d21a533e8d678",2,35,3,6,1,3,2,3,"","true",345,3,3,3,3,1,3,-3,1,-3,0,2,1,0,1,-3,3,0,0,0,-3,-3,0,3,3,3,3,3,0,-3,0,0,-3,3,3,1,0,-1,3,0,1,3,2,0,0,1,0,3,0,0,0,0,0,3,3,0,0,-3,3,0,3,3,0,3,3,3,-1,3,3,1,0,3,-1,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",3658,3,3,3,3,1,3,0,3,-3,0,3,1,-1,0,0,3,0,0,0,-3,-2,0,3,3,3,3,3,0,-3,3,0,-3,1,0,3,0,-1,3,0,-3,3,2,3,0,0,3,3,0,0,-3,0,0,3,3,0,3,-3,3,-3,3,3,0,2,3,3,-2,0,3,3,3,-3,-3
"386",386,"631ba999906d49d0",1,28,3,4,3,2,2,9,"no","true",316,2,1,-1,1,1,-2,-2,-1,-2,-2,1,1,-1,1,-1,2,-2,-1,-1,-1,2,1,2,2,1,2,2,2,2,2,3,-3,-2,-2,-2,-2,-1,-1,-2,-1,-2,2,-1,-2,-2,-1,-1,2,3,2,3,2,-2,-2,-2,-2,-2,1,-1,-2,1,1,1,1,1,-1,-1,1,1,-1,2,-1,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",355,2,-1,1,1,1,-1,-2,1,-1,-2,-1,1,-2,1,1,2,-2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-3,-2,-2,-1,-2,-1,-2,-3,-1,-2,2,-1,-1,-2,1,-1,2,3,2,3,3,-1,-2,-2,-2,-2,1,-1,1,-1,-2,1,1,-1,-1,-2,1,1,-1,-1,-1
"387",387,"9e0b5598884621b2",2,32,1,4,1,3,2,5,"","true",310,0,1,0,1,1,1,-1,2,-1,-3,2,1,-1,1,1,3,0,-2,1,-2,-3,-2,2,2,2,3,2,0,1,2,1,-3,-2,0,1,0,-1,0,0,0,0,2,0,0,0,0,2,2,1,-3,1,3,2,2,1,-2,-2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,11,NA,NA,0,0,0,0,1,1,0,1,"No, thank you.","","diseaseRisk",463,1,2,2,2,1,-1,-2,0,-2,-3,2,3,0,1,2,3,-2,-2,-2,-3,-3,-2,2,3,3,3,3,2,3,3,3,-3,-3,-1,1,-2,-1,0,-2,1,0,2,0,-1,-1,0,1,3,3,-1,2,3,0,1,-1,-2,-2,3,-2,1,2,3,2,2,2,2,2,3,3,3,0,-3
"388",388,"28df49307f527f32",1,56,2,8,8,3,2,39,"none","true",442,1,1,2,1,1,2,-1,2,1,-2,2,2,-1,1,0,2,-1,-1,-1,0,-1,1,1,2,2,2,2,-1,-1,1,-1,-3,1,1,1,1,-1,1,-1,1,-1,2,1,1,0,1,1,1,-1,-2,1,2,1,-1,-1,1,-1,2,2,2,2,2,2,1,2,1,2,1,2,0,1,-1,1,3,21,13,NA,0,0,1,1,1,0,0,1,"interesting","none","diseaseRisk",573,-2,1,1,0,1,2,-1,1,-1,-2,2,2,-1,1,0,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,-1,1,1,-3,1,1,-1,1,-1,1,-1,-1,1,2,1,-1,0,0,1,-1,1,-2,1,2,1,-1,-2,-1,-2,2,2,2,-2,2,2,2,2,1,1,2,2,2,2,-1
"389",389,"f39fc442a9c0d1fb",2,50,1,6,1,5,1,67,"","true",394,0,1,1,0,1,1,-1,0,1,1,-1,0,-1,1,1,-1,0,0,1,-1,1,0,0,1,1,1,0,1,0,0,1,-3,-1,0,0,-1,-1,-1,0,0,0,2,-1,0,-1,0,1,0,1,0,1,1,0,1,0,-1,-1,0,0,1,1,-1,0,1,1,-1,0,0,1,1,0,-1,1,1,21,NA,NA,0,0,0,0,0,0,0,1,"","","noInterv",667,0,1,0,0,1,1,-1,0,1,1,0,1,-1,1,0,-1,-1,1,0,0,1,0,0,1,1,0,1,1,-1,0,1,-3,1,-1,0,-1,-1,-1,0,1,-1,2,0,-1,0,-1,0,0,1,0,1,1,0,1,1,-1,0,1,0,1,1,0,2,-1,1,1,0,1,0,1,-1,0
"390",390,"b02f7e9c3965b9ae",2,49,1,4,1,4,2,9,"none","true",441,2,1,1,-1,1,-1,-2,1,-1,-2,1,2,1,0,1,2,-2,-1,-1,-2,-1,1,2,2,3,1,1,2,0,2,2,-3,0,0,1,-1,-1,0,-1,0,0,2,-1,-1,-1,-1,0,1,1,-1,1,3,2,2,-2,1,-1,1,0,-1,1,0,-1,1,1,1,1,0,2,1,-2,-3,1,1,25,NA,NA,0,0,1,1,0,0,0,1,"","","noInterv",402,1,1,-2,-2,1,-1,-1,2,-1,-1,1,1,1,1,1,2,-1,-1,-2,0,-2,-1,2,2,2,1,2,1,1,2,2,-3,-1,0,0,-1,-1,0,-1,-1,-1,2,-1,-1,-1,1,0,-1,2,-1,2,3,2,2,2,1,-1,1,1,-1,1,1,0,2,2,1,1,2,0,2,2,-1
"391",391,"94b7b042c2b0c8e6",2,23,2,6,1,3,2,0,"","true",834,2,0,3,2,1,2,-1,2,-1,-3,-1,3,-1,1,3,1,-1,0,1,-2,0,0,1,2,1,2,-1,0,-1,-1,0,-3,0,3,0,0,-1,0,0,2,0,2,1,-1,0,-1,2,0,-1,-2,1,1,2,2,-2,-1,-2,3,3,0,3,3,3,2,3,2,2,2,3,3,-2,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",1104,0,0,1,2,1,3,0,3,3,-3,1,2,0,1,0,2,0,-1,-3,-1,-2,-1,0,1,1,1,-1,-3,0,-2,-2,-3,0,3,0,-1,-1,0,0,0,0,2,1,1,1,2,3,1,2,0,2,2,3,3,0,-1,-2,2,2,0,2,3,3,3,2,3,3,2,2,3,2,2
"392",392,"dcce67f55949e78f",2,45,1,3,3,5,1,90,"","true",556,2,2,3,0,1,3,2,3,3,-2,2,2,2,2,2,2,2,-2,-1,-1,-2,-2,0,2,2,1,1,0,2,0,1,-3,0,0,2,-1,-1,3,1,2,2,2,1,0,0,1,0,0,2,-1,1,2,3,2,2,0,-1,0,-1,-1,0,-1,-1,-2,-1,-1,-2,2,2,1,-1,2,1,2,15,11,NA,0,0,0,0,0,0,0,1,"","","diseaseRisk",878,3,2,3,1,1,3,2,3,3,-1,3,2,1,2,0,2,2,-2,-1,-1,-3,-2,1,2,2,2,2,-1,0,0,0,-3,0,0,0,0,-1,0,-1,1,1,2,1,0,1,1,1,1,2,-2,1,3,3,3,3,0,-1,-1,0,-1,-1,0,1,-2,-2,0,-1,1,1,2,-1,1
"393",393,"c268253401e5578b",2,30,1,3,3,1,13,22,"","true",549,3,3,3,3,1,0,0,0,0,0,0,3,-3,3,3,-3,-3,0,0,0,0,0,-3,3,3,-3,3,0,0,0,0,-3,3,1,1,1,-1,3,3,-3,-3,2,-3,3,-3,3,-3,3,-3,3,-3,3,3,3,3,-3,-3,-3,3,-3,-3,3,-2,-2,-2,2,2,0,0,0,0,0,1,2,11,6,NA,0,0,0,0,0,0,0,1,"","","noInterv",1384,3,3,3,3,1,3,0,3,0,0,3,3,3,-3,3,3,3,3,3,-3,-2,2,-3,3,0,3,0,-3,1,1,-1,-3,3,2,3,2,-1,3,3,-3,3,2,3,2,3,3,3,2,1,-3,-3,2,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-2,-2,-2,2,-1
"394",394,"f3b3d1e976fbf0ef",1,46,1,5,1,0,9,7,"","true",274,1,-3,-1,-3,1,-3,-3,-2,-3,-3,1,2,-2,3,-1,-1,-3,-2,-1,-3,-1,-1,2,3,3,3,2,0,2,3,3,-3,-3,-2,-2,-3,-1,-3,-3,-2,-3,2,-1,-1,-2,0,-1,3,3,1,3,3,1,-1,0,-2,-2,0,-1,0,1,-1,-2,1,1,-3,-1,-1,0,-2,-1,-3,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"I really think some of the answers I picked would have benefited from the (optional!) opportunity to explain why I picked what I did.","","noInterv",265,1,-2,1,-2,1,-2,-2,-1,-3,-2,0,1,-2,1,-2,-1,-3,-2,-1,-1,0,0,3,3,3,3,2,1,2,2,3,-3,-3,-2,-2,-3,-1,-3,-3,-2,-2,2,-1,-2,-2,0,-1,3,3,1,3,3,1,1,0,-1,-2,-1,-1,-2,0,-1,0,0,1,-2,-1,0,-1,-2,-2,-2
"395",395,"434008058a49aa14",1,37,1,4,1,6,11,21,"no comments","true",293,2,-3,0,-2,1,1,-3,-1,-1,-3,-1,-2,-3,2,0,2,-3,3,3,1,3,3,0,3,-1,3,-1,3,0,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-2,-2,3,3,2,3,3,2,-1,1,-1,-3,0,-2,-2,-1,-2,-2,-3,-1,-3,-3,-2,0,-2,-2,-3,1,1,4,NA,NA,1,1,1,1,0,0,0,1,"no comments","no comments","noInterv",286,3,-2,0,-3,1,-1,-3,-3,-3,-3,1,-1,-3,3,-2,1,-2,3,3,0,3,3,0,3,3,2,2,3,1,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-2,-2,3,3,2,3,3,3,2,1,-1,-3,-2,-2,-3,-3,-3,1,-3,-1,-3,-2,-1,2,-1,-3,-3
"396",396,"b1b9506ab75acad4",2,50,1,3,1,1,1,64,"no","true",493,2,1,2,0,1,2,0,1,1,-2,2,1,1,1,1,0,1,-1,-1,-2,0,1,3,1,1,2,2,1,0,1,0,-3,0,0,0,0,-1,1,0,1,2,2,1,1,0,1,1,0,1,-1,0,0,1,1,1,1,0,2,2,0,1,3,1,1,0,0,2,1,1,1,0,-2,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","no","noInterv",450,2,1,2,0,1,2,1,1,0,-1,2,1,1,2,2,2,0,-1,0,-1,-1,1,2,1,1,1,2,0,0,1,0,-3,0,1,0,0,-1,1,0,1,1,2,1,0,0,1,1,0,0,-1,-1,0,1,0,1,1,0,1,1,0,1,2,2,1,0,0,0,1,0,0,0,-1
"397",397,"0c039b356a2aec01",1,29,1,3,1,3,9,10,"","true",963,3,3,3,3,1,3,0,3,3,0,3,3,3,3,3,3,0,0,-2,-2,-2,0,-2,3,3,3,2,0,-3,0,-3,-3,2,3,3,3,-1,3,3,3,3,2,3,3,3,3,3,-3,-3,-3,-3,-3,2,2,0,2,0,3,2,2,3,2,0,1,1,-1,0,0,0,-3,0,-3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",444,3,3,3,2,1,3,-1,2,2,0,2,3,2,3,3,3,0,-1,0,-2,-2,0,3,3,3,3,2,1,-2,0,-2,-3,2,3,2,3,-1,3,3,3,3,2,3,3,3,3,3,-3,-3,3,-3,-3,1,1,0,0,0,3,0,2,2,2,0,2,0,-2,0,2,0,-3,0,-3
"398",398,"bae98638a7ada1c7",1,37,1,4,1,5,1,72,"Thanks","true",218,1,1,-1,2,1,2,-1,2,1,-1,-1,1,-1,2,2,-1,-1,2,1,-2,-1,1,-2,1,0,1,1,1,-1,-1,1,-3,0,0,0,-1,-1,0,0,0,0,2,0,0,0,1,0,1,2,-2,2,2,-1,1,1,-2,-2,0,1,1,-1,1,0,2,1,1,1,1,1,-1,1,-1,1,1,6,6,NA,1,1,1,1,0,0,0,1,"Thanks","Thanks","noInterv",362,2,2,1,1,1,2,-1,1,2,1,-1,1,-1,-1,1,1,-2,2,1,0,2,1,1,2,-1,-1,1,3,-1,1,2,-3,0,0,0,-1,-1,1,1,0,1,2,1,-2,-1,1,1,2,2,-1,1,2,2,1,1,-2,-1,1,-1,2,1,0,-1,1,2,1,1,1,-1,-1,-2,-2
"399",399,"59a43b17c9449593",2,28,1,6,2,2,9,50,"no","true",291,-1,-2,-1,-2,1,-2,0,-1,-3,-3,3,3,-1,2,1,1,-2,-2,-2,-1,0,0,3,3,3,3,3,2,0,2,1,-3,0,1,-1,-1,-1,1,1,1,1,2,0,-1,0,2,2,2,2,-3,2,3,0,3,-2,-1,-1,1,0,0,2,0,-1,1,1,-1,0,2,-2,-2,-2,-1,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"","","noInterv",223,-1,-1,0,-1,1,-2,0,-2,-3,-3,3,2,-1,2,2,1,-2,-2,-1,-1,-1,-1,2,3,3,3,3,1,0,1,2,-3,-1,1,0,-1,-1,0,0,0,1,2,1,-1,1,1,1,2,2,-3,1,3,1,2,-1,-1,-1,1,0,0,0,0,0,1,1,0,0,1,-1,0,-2,-3
"400",400,"e359619f6b4a5068",1,40,1,4,1,5,2,21,"Interesting and cool survey!","true",316,2,-2,1,1,1,-1,-1,0,0,0,2,2,-1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,-1,1,2,-3,-2,1,0,-2,-1,-1,-1,0,0,2,-1,-1,1,1,1,-2,2,1,2,2,0,-2,-1,-1,-2,2,2,2,2,2,2,1,2,1,2,1,0,-2,-1,-2,1,2,7,5,NA,1,1,0,0,0,0,0,1,"Cool survey, I hope vaccination studies help!","The study was easy to understand and do.","noInterv",401,1,-1,0,-1,1,0,-1,0,0,-1,1,3,1,2,-1,2,2,-1,-1,-1,0,-1,2,2,1,2,2,1,0,1,1,-3,-2,1,0,-1,-1,0,0,-1,-1,2,1,-1,0,1,1,-1,1,0,1,2,1,-2,-2,-1,-1,2,1,1,1,1,1,1,2,0,1,2,1,-1,0,-2
"401",401,"260215956b5dea73",2,21,5,3,2,2,2,0,"","true",337,3,-1,1,1,1,0,-3,-1,3,0,-3,2,-3,0,0,0,-3,-1,1,-1,-1,0,0,1,1,1,3,3,0,3,3,-3,-3,-1,-1,-3,-1,-3,-3,0,-1,2,1,-3,0,0,2,3,3,2,3,3,1,1,0,0,-3,3,3,0,3,3,3,1,3,-1,-1,-1,1,-2,0,-2,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",300,1,0,0,1,1,-1,-3,-2,-3,0,-2,0,-3,0,0,1,-3,-1,1,0,0,0,1,3,3,1,3,3,0,3,3,-3,-3,0,0,-3,-1,-3,-3,0,0,2,0,-3,1,0,0,3,3,2,3,3,0,0,0,0,0,2,1,0,1,1,1,2,1,0,0,0,2,0,0,-1
"402",402,"4faa3f4ded8996da",2,33,1,4,1,4,2,0,"Interesting HIT, thanks.  ","true",362,-3,-3,-3,-3,1,-2,-3,-1,-3,-3,2,3,-2,0,-3,3,-3,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-2,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-2,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",465,-3,-3,-3,-3,1,-1,-3,-2,-3,-3,1,3,-2,-3,-3,3,-3,-2,-2,-1,-2,-2,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,2,-2,-2,-2,-3,0,0,-3,-2,-3
"403",403,"9b5ba674a1d2c9f8",1,36,1,4,1,3,9,0,"no","true",349,-3,-3,-3,-3,1,-3,-3,-3,-3,0,3,2,0,2,-1,0,0,-3,-3,-3,-3,-2,3,3,3,3,3,3,3,3,2,-3,-3,-2,0,-2,-1,-3,-3,-2,-3,2,0,-2,0,1,-1,3,3,3,3,3,-3,-3,-3,-2,-3,0,0,0,0,0,0,0,0,0,-1,2,3,-3,0,-3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",406,-3,-3,-3,-3,1,-3,-3,-3,-3,0,3,1,1,3,0,0,0,-3,-3,-3,-3,-2,3,3,3,3,3,3,3,3,3,-3,-3,-2,-3,-2,-1,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,3,-3,3,3,3,-3,-3,-3,-3,-3,0,0,0,0,0,-2,-2,-2,0,-2,-3,-3,-3,-3,-3
"404",404,"7bb8d4e2c3677646",2,43,1,4,2,5,10,54,"","true",369,1,0,0,1,1,2,-2,-2,0,-2,0,0,-1,2,-2,3,0,-2,2,-2,-2,-2,2,2,3,2,3,3,2,2,2,-3,-2,-1,1,-1,-1,0,-2,0,-1,2,-1,-2,-1,1,1,2,2,-2,2,3,0,-2,-2,-1,-2,1,-2,2,1,-2,1,2,1,2,2,0,1,1,-1,0,1,3,16,6,NA,0,1,1,1,1,0,0,1,"I did get an exemption for a while for one of my children because she had ITP and was doing a treatment called IVIG which rendered all vaccinations worthless until the IVIG was out of her system. ","","noInterv",433,-2,-1,-1,0,1,-2,-2,-1,-2,-3,-1,0,-2,-1,-1,2,1,-3,-3,-2,-3,-2,3,2,2,3,2,2,3,3,2,-3,-3,-2,1,-2,-1,-1,-2,-2,-1,2,1,-2,-1,-1,0,3,3,-1,3,3,0,-1,-1,0,-3,-1,-2,0,-2,-2,1,0,0,-1,-1,2,2,2,1,-2
"405",405,"7c4d60b5484d25fe",2,35,1,2,5,5,9,49,"","true",348,0,-1,1,-1,1,3,-2,3,1,-1,1,-1,-1,1,1,3,-2,-3,-1,-2,-3,-1,3,3,3,3,3,-1,3,1,3,-3,-3,-1,1,-2,-1,-1,-2,1,-2,2,1,-3,1,1,1,3,3,-2,3,3,3,3,3,2,1,3,1,1,2,1,3,2,1,-1,1,1,3,-1,-2,-3,1,3,12,4,NA,0,0,0,0,0,1,0,1,"","","noInterv",1047,0,0,1,0,1,2,-1,1,-1,-1,1,0,-1,-1,-1,2,-2,-2,-2,-2,-3,-1,2,2,3,3,3,1,3,2,2,-3,-3,-1,-1,-2,-1,0,-1,1,-1,2,1,-1,-1,-1,1,2,-3,-3,2,3,3,3,2,2,-1,2,2,1,2,1,2,2,2,1,1,1,1,-1,-1,-2
"406",406,"5df27b587c37a7f1",1,25,1,2,5,3,2,23,"","true",385,1,-3,-2,-2,1,2,-1,0,-1,-3,2,2,-1,0,0,2,1,-3,-2,-2,-2,0,3,3,3,3,3,1,0,1,2,-3,-2,1,0,-1,-1,-1,-2,-1,0,2,2,-2,0,-1,1,2,3,0,3,3,-2,-3,-3,-2,-1,2,2,2,3,2,0,2,2,1,1,0,2,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",442,1,-2,-2,-2,1,-1,-1,0,-2,-2,1,3,-1,0,0,3,2,-2,-3,-2,-2,-2,3,2,3,2,3,2,2,2,2,-3,-2,0,-1,-2,-1,-1,-2,-1,0,2,1,-2,-1,0,1,2,2,2,2,3,-2,-2,-3,-2,-3,2,2,2,2,2,1,2,2,1,1,0,2,1,2,1
